Vehicle_ID,Timestamp,Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,,,Range_km
1330,1/1/2024 0:12,106.63908963184784,-0.633953122,93.20614122230448,336.88979435205937,36.90840797,1,1,2,3.4496935680150465,1,32.61031398591831,31.264703837650472,5.443021392132453,34.70889647367045,2086.712294418794,16.39627290629214,9.893371837354755,,,154.4704225
1458,1/1/2024 0:13,60.370074093580364,-2.992293447,80.52751472,310.56170452617357,13.162941197936735,2,2,3,5.628426464289726,2,24.651492660429902,35.070043064703036,8.540257864869957,28.58757342201714,2459.6865045527575,30.369705820489063,8.731184312327246,,,280.0991074
1087,1/1/2024 0:14,53.92196904475705,-2.279044448,85.79378480130218,373.2240250205889,37.19058692765876,2,2,2,3.7732811099004753,3,9.860939711613812,66.95764485,3.001859406984396,31.728386510854325,2068.6911539894113,0.6990550993166389,7.207605094790329,,,8.32101398
1372,1/1/2024 0:15,70.30377461442231,0.20732726853623484,37.31924538128939,332.10198105508994,29.713227410631294,1,1,1,5.266933389659835,2,2.037414929508585,23.933835800111293,9.205407559888798,30.275977244358085,1514.9680823278386,18.353814961911517,7.948397965703622,,,86.17466403
1099,1/1/2024 0:16,74.97406353472829,1.0507793150665181,41.08583607348808,326.5324070064667,33.41834057,2,3,3,-1.158818909,2,5.677298822116754,67.16349396941045,3.119901518824808,30.397739992640147,2404.273867692483,0.2023405040778794,8.199243244,,,1.013914154
1871,1/1/2024 0:17,8.613096747181563,-0.495310297,36.68220322393502,365.2319201553551,21.46431176942667,1,1,2,7.492734254076739,3,32.81863231322332,42.01193056043361,2.503153851504021,31.15490042962839,2014.6712402779508,8.356367852,4.3719906939719575,,,70.11222237
1663,1/1/2024 0:18,81.91406654680829,1.3840740691703415,81.20507450924512,355.90108925968417,24.32853928857572,1,3,1,1.7453430547745477,3,26.324375722907856,45.04977519800104,5.797928576776648,28.875461756781856,1948.7181657902013,22.447736480518792,8.607421884772135,,,211.7788738
1130,1/1/2024 0:19,29.031801637863552,0.13117377199307256,95.83336631475976,336.24106418133016,18.09080368788721,3,2,2,9.808357662,3,15.51080935867682,48.38845616760302,11.850927591223734,29.265391391487388,1757.8454608960058,26.800862355292516,7.185772096022532,,,357.4308822
1661,1/1/2024 0:20,85.67431590079077,-2.554942826,77.34697653871221,364.1487470805588,44.27549990960918,1,1,1,-4.65072019,2,-3.676771527,44.471129304420046,2.648015223900715,32.041580620895616,1569.9720822310974,7.731137126095147,8.010846035355843,,,74.64630818
1308,1/1/2024 0:21,98.70417532610361,-1.847902494,90.51734119036448,327.1221520384118,27.395104037861085,2,1,3,0.7047305687146501,2,6.97919667,78.88467348956726,1.7553985127036231,28.131291366062417,1889.0904405410463,37.28629225302105,10.104175318328322,,,334.0258785
1769,1/1/2024 0:22,96.47502090630243,2.0399893394636575,71.09592759,379.4830261604327,44.862692052880924,2,3,1,-2.292874215,2,27.80038719065937,86.22479201802163,0.474715387,32.198607154099406,1675.8750214545835,9.531282909478167,9.575673650868707,,,70.76634233
1343,1/1/2024 0:23,66.30011609,1.3494764797466372,51.01279204470393,322.9318950307654,27.14250923214432,2,1,2,3.3341429049108005,1,18.057425579276032,58.36080327213319,6.239486347956427,30.232420314506687,2310.231725663948,5.880670098637158,7.300779003444786,,,41.09005363
1491,1/1/2024 0:24,62.420387077290144,2.3685719220749704,54.06092919442442,315.8837695382016,17.691294253442358,2,2,1,-1.351923584,4,14.598962251710251,60.731494918445755,4.230375973453654,33.82544490362801,1237.4381045580842,16.73788319,8.552035881601197,,,105.8070301
1413,1/1/2024 0:25,17.145115360729406,-2.294656505,26.025714573392385,378.2439409498875,27.760833885789985,1,1,1,6.062169198512226,1,9.115573035,24.93381756094046,4.381626759184481,32.20004555410079,1889.1189303400984,27.616290316681567,6.100899914978993,,,117.8078151
1805,1/1/2024 0:26,93.04153804837627,2.941335207690443,22.516575619682087,370.7892030697933,11.385845012967723,3,1,3,8.227987935062782,4,22.311932375966077,69.92343498527005,14.729129141927212,32.956638404985206,2287.534355,49.446200639345435,12.824051271009102,,,86.81804933
1385,1/1/2024 0:27,32.569125653605724,-1.743559716,75.63804834,318.26389757017984,41.66694304976829,3,2,1,-1.836734696,3,38.48734234172601,60.88692110748588,2.9118510435753175,28.800976268665618,1235.8882827978782,20.993914908793997,6.626022635287848,,,239.6518753
1191,1/1/2024 0:28,59.60345073815358,-2.929320742,55.07431136089445,311.6245752689938,38.64925879180544,1,3,1,-2.589835725,4,35.550563948387776,23.527616666532026,6.876405758,29.86103655277182,1566.9934791442995,21.35722122038133,8.658945042212396,,,135.8403646
1955,1/1/2024 0:29,34.11289115130201,2.984537634321325,64.17720544437036,383.8399088486692,35.403718224299965,2,1,2,8.130357785927178,1,-3.627592786,33.88979669501923,14.795522568585078,34.976687262804255,1266.9793236247044,3.060740158814432,6.282458616675993,,,31.26638184
1276,1/1/2024 0:30,16.059403559963176,-1.313556687,64.61289981,377.6598482196688,31.34393504,3,3,2,0.4190787263275846,3,16.64292201625506,34.13603942747939,0.4592707893301934,31.035565728364567,1973.5049007550062,38.31440169064924,6.920138536434345,,,357.7391673
1160,1/1/2024 0:31,75.54692362700838,1.0081167150753592,42.19006506666411,332.7257373699664,30.29419817846271,3,1,3,1.5187545243854492,4,9.826118412112645,31.967756636035148,10.44986167013041,30.512056437269468,1611.7568967092518,9.170971792866062,8.303310681306469,,,46.59874977
1459,1/1/2024 0:32,6.519844179,-1.939906115,58.071400866359255,365.81974082133667,44.88548749,1,2,3,-1.685457463,4,17.977209805291043,66.10521682359439,5.566244283801297,34.11698751284092,2447.6490492907033,37.26569787081437,7.284021894666983,,,297.098404
1313,1/1/2024 0:33,89.83742809514399,0.48137119319485056,57.66081773341618,312.41601865478106,19.72991019069783,2,3,3,1.3797230207672069,4,22.279616044227165,84.99077307490383,13.591464204176498,28.231522262041945,2001.1816877163756,45.539782198724076,12.052701702422917,,,217.8649357
1021,1/1/2024 0:34,38.11041543,2.424209918727356,51.07417769822856,350.7047659047678,37.288952787795225,3,1,2,-1.530498904,2,4.001263059889606,73.40827277508515,13.679121565906108,31.743413531732838,1930.3426060976617,38.434216028358925,10.3035319,,,190.5168052
1252,1/1/2024 0:35,0.016163160538238408,-1.078912995,85.65403067208564,301.87302920604196,30.349166957478012,1,3,1,4.988911609512714,3,30.170563129671535,53.41614396497393,5.808191039089334,29.47180049650147,2392.4116949492327,32.15842567856952,4.858111653316629,,,566.9895993
1747,1/1/2024 0:36,61.33549670846757,1.021523856266155,56.09312029500767,339.1601880921555,44.15581903156098,3,1,3,2.4831461872013074,2,16.378062253868485,48.28359085891373,3.3219519792039645,30.577069540176343,1490.6480278921913,30.23542314488262,7.853329085537799,,,215.9592714
1856,1/1/2024 0:37,5.622229023312375,-1.872578467,68.29156196047903,307.4842821471405,38.97311141543884,3,2,2,6.820906689443634,3,39.640272470421074,47.05206737164558,6.4200515745123035,29.398439503092295,1930.914937,22.736281331485568,6.121219414470381,,,253.6579822
1560,1/1/2024 0:38,33.14034693850794,0.7487723923123513,91.64160963046609,347.51471801568823,44.94837895463574,2,2,2,-0.309078259,4,-3.869267642,62.08728703870775,14.479594119215962,28.264759316840955,1905.6174254458224,7.312680486,6.696408185891189,,,100.0754124
1474,1/1/2024 0:39,84.83717849468594,-0.981297889,89.29868983,342.1681646852894,30.591374806185623,2,1,3,2.5839252318855657,4,3.537362928390632,45.14544612611755,4.220978836806802,30.915584937779897,1306.748504604217,38.96404659517544,9.915802095342835,,,350.8983215
1058,1/1/2024 0:40,7.522754594623904,-1.732750448,91.23377630233321,344.4385026638056,17.159038514072726,3,1,2,-1.107150155,1,26.033341025217915,35.82853798,14.719766973495489,33.524421148365626,2411.677722286143,23.918381292590432,3.539492587917388,,,616.5189485
1510,1/1/2024 0:41,100.72061908272028,-1.120907696,41.600399717201114,304.5331302047994,27.629046249315685,2,3,1,9.017108953699472,4,26.283088593650145,62.199003460290804,12.290872466952406,34.66368102838824,2110.3051519404803,31.319726574468653,12.143701309239464,,,107.2912707
1681,1/1/2024 0:42,0.45839071902997297,-1.926953589,22.798599064645025,336.1616341281832,34.88888969177011,3,1,2,2.8290350168665466,2,21.198470098762524,47.34937893993012,4.011784973042853,32.36697082227008,2354.5376045838434,18.763359922780776,5.291101589,,,80.84863101
1475,1/1/2024 0:43,29.618864304228268,2.411496647027297,40.885343991626335,375.64838490999165,37.10261351635558,3,3,2,-2.398062555,2,38.73820129107829,20.98873804006837,11.86604200624352,30.72185964646905,2477.2986029721105,10.116063712053672,5.443490693,,,75.98042654
1699,1/1/2024 0:44,88.90848673824857,-0.616878682,42.29658764965669,336.8914373,10.017849615558024,3,1,1,-0.908515112,4,13.689175392397004,21.55617794967422,0.7469916469819055,33.388986914831115,1823.550150987569,40.34477234,9.151082507,,,186.4747912
1975,1/1/2024 0:45,37.952417967516816,-1.52832417,92.74882613799744,371.51719526095803,27.675948097580292,1,2,3,-3.756470538,2,13.766656543038373,39.18956278080928,8.220950648315892,31.536567884004548,2244.7577947119257,17.185750298132128,4.791202562,,,332.6843618
1782,1/1/2024 0:46,12.227086567921624,-0.309552954,71.93941862703765,336.94787236337334,18.23321029897263,2,3,2,-4.582760066,4,35.97143635,55.86955396548046,5.360237087531805,30.573341959234632,1950.8276562609522,43.34733344567345,6.568445609840438,,,474.7518899
1189,1/1/2024 0:47,43.228070256051346,-1.076782999,26.536316768178303,342.32394414901864,40.621914163917594,2,3,1,2.8888273910600644,1,19.22988018985648,44.79676553675921,6.4040399757556195,29.253627847870824,2470.2599634438375,48.28967263588182,9.796015556673055,,,130.8113531
1957,1/1/2024 0:48,32.447194366143066,1.4665155228799556,30.83028768088809,356.3892112829266,15.35169054,3,2,3,0.056843838,1,10.91774477135202,21.683860667128638,7.092815071113864,33.57290989,1521.3906593399936,41.516427507631114,7.0867779613558195,,,180.6128837
1686,1/1/2024 0:49,101.12542825926658,2.8273194713129666,32.454090043358036,395.06819368070825,33.32596873511917,2,3,1,9.456601828904597,4,27.35220936252366,35.620623462726826,7.540691403,31.502980533619116,1217.962322287474,6.49408846,11.147602658991467,,,18.90628309
1957,1/1/2024 0:50,37.601750110217175,-0.37179806,70.43373985351386,310.8860446646655,19.31217666137237,3,2,2,-2.430029055,1,22.885177818438734,26.74935160722313,9.846184117334808,34.74662618917744,1441.7318426473919,42.76504527513643,7.0573102695058045,,,426.8059585
1562,1/1/2024 0:51,94.67189661312086,2.1662003998334427,78.83312204056026,303.2913768661174,22.47897501249953,2,2,1,6.908689791054179,4,8.788452262896618,86.40424009529916,10.451655416733944,33.61336720244104,1366.4244166113835,26.015955488120298,10.611606077316974,,,193.2713087
1875,1/1/2024 0:52,107.02465737728816,0.39517844135771707,88.77151284523168,360.7957183810045,42.91957412648957,2,2,3,-0.260428367,2,8.406795913654705,41.89838529399685,14.635560549277441,30.94011283399594,1768.0380047271256,12.146438884792557,10.36102966,,,104.0685908
1566,1/1/2024 0:53,52.058090349183544,-2.056586009,95.25092406449944,394.9097088928426,18.41568438928278,3,1,3,-1.646939209,4,12.802575888726466,21.033646011684713,11.441680030867216,33.18595029,1300.6332648742093,4.748486077944668,5.350501383629159,,,84.5337015
1243,1/1/2024 0:54,109.19317726252704,1.1437364524880493,36.13636459091534,398.9723132554715,13.325096663802572,2,2,3,9.544552285019611,3,-1.777097045,66.23942763899646,10.316966635752019,31.173740449964498,1486.2570582817052,13.997640972582742,11.752313421133302,,,43.04036486
1831,1/1/2024 0:55,45.27816647558314,0.080606983,44.781798777923925,348.4164247392002,12.424971550547905,3,3,1,7.038648981186485,3,37.417760611943756,36.27135584,5.886883258960701,28.559060098899852,1325.1456446822622,6.957611400593123,5.710211058,,,54.56441987
1504,1/1/2024 0:56,115.68940997881298,0.9036391395126206,39.225830459586454,346.80816210850986,27.661528853481176,1,1,1,4.459313371679974,4,3.2359018088499276,59.67153785217029,1.767120967,31.61676736090753,1832.7786117354499,1.3796646518514932,10.277919275362706,,,5.265510487
1130,1/1/2024 0:57,10.714742943068751,2.3381244754299892,48.700925397291016,364.4963770745196,32.45990187995008,3,2,3,5.456815558356281,4,3.722093604747423,30.55218182266415,0.8818262916850239,34.06010033673905,1546.8101937121921,49.389441020793974,7.902831524163862,,,304.3607187
1484,1/1/2024 0:58,82.44231198038914,-0.357392576,93.17320859389996,355.56347572049697,21.45527752498105,2,2,3,9.870722122758847,4,24.116728225768494,88.88092645857253,7.165270654877171,33.98808922961911,1812.309488,41.59395819531102,11.239157735492501,,,344.8161005
1818,1/1/2024 0:59,59.25768485483144,2.4070657393041337,66.00900535514893,363.4088057614118,34.15909096275783,1,2,3,3.8981111323733018,1,27.591117128491504,87.91814305957331,10.023850689408915,32.024768395479825,1315.5545300578196,36.97356823,10.582493902087425,,,230.6250763
1646,1/1/2024 1:00,46.517856654677644,1.5040140856899296,79.05535178595993,387.3999425537894,12.136180150063323,1,3,2,-3.471493238,3,28.15759568199426,65.91883461832141,9.752397768876207,30.66016475490395,1871.9318658195482,9.731387183,5.529531285660885,,,139.1290143
1020,1/1/2024 1:01,75.92542545,-0.068370445,59.20953889014256,374.6306169487609,40.006712572300685,3,1,2,-4.027008099,4,11.878376057690396,69.50418352754426,14.292921302626771,28.07070422,1369.0899624152448,1.4840483036473533,9.572165349,,,9.179721886
1840,1/1/2024 1:02,84.46285099611974,0.6193328139477821,22.30863306688996,349.68773916867957,38.57985234087332,1,1,2,4.999101662108101,4,34.29980288094665,49.81152239041559,5.736449598635097,30.17986845257659,1329.1503868464677,24.311673740477083,9.312349900827677,,,58.24096114
1166,1/1/2024 1:03,0.5235923580370905,-1.046513205,25.135638879825144,346.18644590001696,44.492369498722994,3,1,3,4.864017158877223,2,19.479957778661998,87.35255417927182,9.416757198594038,34.92866004115414,1603.0254158524772,37.11055205382251,7.852141863983689,,,118.7952856
1273,1/1/2024 1:04,20.034370649663845,2.901583798432645,63.03384250143086,363.9601748513116,42.77767433156459,2,3,2,6.222606895,2,14.736439847314998,49.661773425984066,13.318107328203675,33.08543723305096,2336.7427194013726,48.145584431652146,9.215362952,,,329.3197676
1387,1/1/2024 1:05,85.56552607611825,1.0041069783023762,77.50312278560205,345.5706284420298,22.466900737162483,3,2,3,-3.368319047,1,31.467390738955032,36.76275981856422,6.0611663486699445,33.02311994677544,2225.077823805573,42.20979606129742,10.001288508659036,,,327.096954
1600,1/1/2024 1:06,79.96624962938478,-2.736918885,37.22644220229852,345.7779351,23.97463844,1,1,1,9.173534121327576,1,5.960256215072697,28.07650267227328,7.166147292760286,33.327583732322324,2446.894742989156,44.68576756412842,10.881985476697956,,,152.8666021
1315,1/1/2024 1:07,115.92570061544126,-1.040268566,77.75276591938433,301.6305901786505,36.10876966173908,3,2,3,3.2673762086596714,3,33.70834495459836,34.56877102200699,13.844593438663217,32.34079368339361,1798.2538437007079,12.009271112277299,10.481489170802814,,,89.08600967
1013,1/1/2024 1:08,91.32453483009397,0.7398866025543449,84.85326188,317.40641374073084,14.69289701842441,3,3,3,4.743332815318231,3,19.247322755421738,60.054945275010546,8.253629295451706,32.10101060022505,1606.1738499386106,7.850768279406099,7.826709195419165,,,85.11409842
1241,1/1/2024 1:09,114.09272492776057,-2.662000333,52.95179827,348.8513639995753,20.99051485856922,2,1,2,-4.477214249,4,35.50261709529114,37.15642025575093,11.99414907397638,31.17533479,2462.178751413576,12.46431032765925,10.228197428837145,,,64.52824661
1776,1/1/2024 1:10,84.30486018417683,-2.856694852,79.71353863,382.2653459050369,14.14893279414769,3,3,1,9.414613217733608,3,4.072563897509163,65.79745999132814,14.034357543341564,31.10753795568781,1696.2985017482065,7.015115715592211,8.469874214667954,,,66.02219625
1345,1/1/2024 1:11,35.76626503673318,-0.299854563,52.32239602627679,327.8727006727124,25.92102572,2,1,1,3.438877731159229,4,37.12283842010916,46.75291639195326,8.565870578,34.09593918806039,1211.8344280822703,39.94434280321843,8.700090997727651,,,240.2255015
1564,1/1/2024 1:12,12.643790670102778,-1.003858922,74.26805036,352.2643433131149,29.32014979598612,1,1,1,3.450446694919428,1,25.954453388757557,82.08110338,1.6378045349160841,30.754193831877465,2266.141197955274,45.16184874219469,7.307512092661228,,,458.9910238
1897,1/1/2024 1:13,93.81886360139227,-0.370208352,81.11976394556345,334.4962084759232,17.390616448696335,1,2,2,9.153329743455696,1,22.82478370610735,59.09346472259042,12.325499306615832,33.88204248847405,1419.9737032565574,15.43636711045985,9.224461766556294,,,135.7471566
1339,1/1/2024 1:14,77.29790657710991,-1.423840141,99.35412946464886,310.4803989539589,10.932109041993675,3,3,2,8.940252673,1,13.993038376735331,63.582283717089325,12.266732480944555,33.86414097937456,2133.2861571375715,43.858616528660306,10.340969057953414,,,421.385524
1091,1/1/2024 1:15,5.7823214871955475,-2.011693518,47.631732965087686,395.8298483071301,35.177454111268304,3,1,2,-1.695521123,2,38.03417499845759,58.95918620948739,1.724777915152731,33.39628739539058,1219.6584575880681,2.8462554899297787,4.876572322363352,,,27.80069124
1366,1/1/2024 1:16,43.20605591,1.1348601418820259,52.88326244596892,385.4673870250302,10.700180754915898,1,1,2,8.966482329,3,14.976383274018076,81.98981419,8.221772274233414,28.263496799044123,1344.2872133423061,33.90009132739612,8.588989029051652,,,208.7262448
1955,1/1/2024 1:17,114.81597785811434,0.087426698,33.24960475281371,307.84924244669065,44.06909131249247,1,3,2,6.049319340700922,1,17.434432860140912,24.439369755043394,7.306284531784867,29.03580571082534,1828.6326192845609,26.421911173800027,11.59698840313413,,,75.75398654
1454,1/1/2024 1:18,60.048137485224146,-1.799074733,36.325844672144555,371.97872624682844,17.75625398598384,1,2,3,-4.71648909,1,30.167414886339067,24.71440949635216,12.70744399059593,30.202935995305605,1288.2674344237741,13.909490451427136,6.746085863635573,,,74.89883761
1427,1/1/2024 1:19,51.927496322364554,-1.082463442,75.47160020787021,334.7579904,33.23650322407019,3,3,1,-1.402352769,1,7.817909332571775,69.12181714473239,4.119417486864973,33.93273339581637,2355.220164393082,38.43323465753772,9.137619991515892,,,317.4368953
1508,1/1/2024 1:20,54.923952619115276,0.5508474459799553,93.36364721235809,399.4849807061793,25.216310418399623,1,1,2,1.194702182071695,3,8.117289076620631,73.75747314337248,6.394165624290013,34.11281566949316,2174.8297796491333,10.681159344191745,5.527272490283655,,,180.4202696
1775,1/1/2024 1:21,25.065926880619646,-2.56662391,51.568396132899245,330.2398519828978,12.088585111798752,3,3,1,3.7423368325863215,3,29.88839594,50.35125927973775,9.071865671087007,28.290901060488444,1626.640905626221,20.86585942263505,6.538169616043007,,,164.5749449
1942,1/1/2024 1:22,44.24486050377543,-2.115281944,34.38755575,323.8738445,26.52642623220636,1,2,2,5.519945957330334,2,0.786090514,44.661364563798436,7.758677889615274,30.273071871900193,1976.7765387157147,35.52198087003686,9.010626144115571,,,135.5637309
1034,1/1/2024 1:23,44.37759071846119,-2.560526375,42.80795995063953,356.7890548305405,28.086622200387986,1,2,3,-1.846844091,2,32.03340341318605,39.45615463437892,14.325514120403277,33.95268943246649,2130.184755829033,16.977626158978918,8.166680200494277,,,88.99302077
1205,1/1/2024 1:24,6.282602422496688,1.8739039962847137,56.40413638465109,383.5126163343204,39.91391228,3,2,1,7.5505077141053345,2,23.132875373943172,36.40764200834834,14.409859915991895,29.747852743246668,2182.0189452162854,42.78247326092732,7.278272326072086,,,331.5496245
1080,1/1/2024 1:25,92.10811542215019,1.5144553992720553,43.25202634922947,319.2518871819798,35.63221743767643,2,2,2,7.6857298583373215,2,19.25876949,83.83710127750237,1.223587361766043,34.83202314617992,1714.3787408342414,43.284807830918005,12.540242699184638,,,149.2918194
1931,1/1/2024 1:26,49.98053182846548,1.5198775912755424,38.686326649749304,370.94027697193314,12.775586616368523,3,2,3,4.524982289,1,5.309922198094668,40.65976824528207,4.467704884422534,31.425126366032192,2368.440286957051,10.206267944428165,6.835302057425587,,,57.7652622
1561,1/1/2024 1:27,98.66158642,1.2979520608561685,78.87875910056636,306.14065831411216,17.32069392012928,2,2,3,8.816408657735476,4,30.386567620498397,65.36551570678377,0.11302223567356162,34.56118882578887,2424.3201490610672,22.075460434387463,9.172039765324431,,,189.8470755
1871,1/1/2024 1:28,102.04176013438745,1.0163125420192154,20.627593699249857,391.8934743110497,20.916068947523172,3,2,1,7.194736403457819,2,31.222889027893714,75.09663462685356,6.267905227570247,31.00178476055684,1454.4298265938226,21.65743090015993,11.443272488438588,,,39.03959166
1387,1/1/2024 1:29,25.43928656383897,-0.138048508,63.13844218691865,308.1074916147299,14.07426902626868,2,1,2,-1.675645111,4,16.73238405,21.537660491330662,9.932085793219041,30.26659248961341,2384.6104396608425,20.561252251509703,4.361634537022763,,,297.6419564
1001,1/1/2024 1:30,78.88241786041543,0.8536689810426896,83.50134456238031,391.42313763441626,25.99146748200717,2,3,3,6.980152994655407,1,12.512603868574395,22.37119049182306,7.0692717162879735,30.53687122646197,2126.484664303044,25.1484097,8.962841117450026,,,234.2924521
1389,1/1/2024 1:31,56.6738165,-2.769830671,41.29826290539746,349.0807249452703,44.450821680188746,2,2,3,9.298031181296576,1,6.0772826885772915,43.319618324615845,1.0077281034021506,34.190104077714714,2354.5794833785967,3.810879072859923,7.965740664902294,,,19.75744535
1565,1/1/2024 1:32,105.61880855057821,0.7287865359407073,68.26332084896138,344.8091113,28.011447693321657,3,3,3,-2.935903295,3,28.940530769012874,68.72110210195922,2.939343562503944,30.31482570401833,1752.180548717055,43.51549476717611,12.152200579345404,,,244.4423265
1105,1/1/2024 1:33,25.888881501174495,1.6672662332212633,73.51200844948943,397.33070795003766,35.96587589131093,3,3,1,9.680468271865436,4,23.77533654070178,38.25590446836448,2.5993702245066967,32.685423550217976,2059.5568040413386,14.566747439820253,5.579494879,,,191.9225457
1771,1/1/2024 1:34,81.33758404,0.002150162,72.40197571,399.0384177698219,33.90282291947712,3,1,1,-4.625108048,4,4.298396321508598,20.10383033025752,7.666924346383855,31.28889877487209,1505.9937117279198,0.19043843334521382,7.275334291424041,,,1.89518698
1821,1/1/2024 1:35,72.93025467,-0.854920029,55.66797073589741,365.0178125961012,39.74690022822483,2,3,2,2.8325086716065844,1,30.751063585820532,40.170352996074186,10.165200236143392,34.59169832108793,2176.432278115698,34.286686240183634,9.403842025548583,,,202.9670683
1476,1/1/2024 1:36,35.43617730861993,-1.335439591,47.72623903006234,312.71192918570483,17.550322166296333,2,3,2,6.608397084677263,3,34.69923910113068,26.309157165045892,4.744881347259276,29.115544304497988,1956.2535540912186,32.55855697966761,7.330688663,,,211.9715547
1702,1/1/2024 1:37,16.392108438140713,0.8568123009724946,86.87392584222508,350.6170085655202,36.38391915925599,3,2,1,6.8565715381938155,2,-2.333873176,35.35893140546263,1.9569009651545333,31.000597810712897,1825.2286454562225,49.15979444205454,6.700808608047893,,,637.3416384
1401,1/1/2024 1:38,78.19677125727318,1.1568071917794525,80.67567655998914,352.91631009556625,40.84743341070123,3,2,1,6.0200885371940185,2,29.758928711081857,43.323300048950834,11.978964721088536,28.872436683321855,2100.486093,35.990435998931524,10.12735924325885,,,286.703839
1729,1/1/2024 1:39,88.63169497587968,2.2258055991752554,45.70041387,351.44464281353095,16.002843804308498,1,3,1,2.9402705912974287,3,33.37608700424436,28.96401485481263,12.875427552238898,32.046975393721326,1918.0488524645248,16.702034796998284,9.534668266010726,,,80.0541646
1555,1/1/2024 1:40,37.87528125,-0.945995505,28.241535555376487,356.94918385200094,22.138077692580133,1,2,3,4.764464831055932,3,39.61785547635461,69.44553092,4.147323201671261,30.82029433936654,2194.9613338250097,47.63561583,9.861724140467423,,,136.4166062
1161,1/1/2024 1:41,77.37991248267765,1.6186338443135133,25.744603635637535,301.87247137943905,43.95356175160465,1,1,1,5.498982784796706,2,5.6920674521815116,37.914416240433184,6.311215535418116,28.426560627390916,2315.966886859816,18.33075538319217,9.215746595240724,,,51.20779166
